customer_id,age,income,account_balance,transaction_amount,tenure_months,num_products,credit_score,digital_banking_usage,complaint_count,branch_id,transaction_type,churned,is_suspicious_transaction
33,66,51957.785377651235,30569.22303916717,602.0030985461271,21,4,735.816092643736,35,0,BR002,Transfer,0,0
34,44,53838.67894145199,14691.495673389389,271.7206729622586,5,3,763.9872075395319,30,1,BR002,Withdrawal,0,0
35,59,85911.83617442576,15752.748666454117,332.16169337779735,125,4,588.4458386550817,0,0,BR002,Withdrawal,1,0
36,45,74357.23933048507,9872.110379283771,424.44725685840064,163,1,713.2907710397219,35,2,BR002,Transfer,0,0
37,33,84295.73292571293,2551.5701983368235,1023.6270509905975,85,5,686.2097076729971,8,0,BR002,Withdrawal,0,0
38,32,79818.43315010739,10361.349835002731,23.356826588998395,113,5,816.4378863629867,21,1,BR003,Transfer,0,0
39,64,102719.5955002621,18940.059763158482,11.967803990775773,176,4,763.9351872262309,27,1,BR002,Deposit,0,0
40,68,41693.51803619891,23750.640854112084,78.53336144496464,80,5,654.8688366444774,25,1,BR002,Bill Payment,0,0
41,61,73367.88766844616,20961.37578470435,1720.4803699326892,116,3,725.0955910970445,9,0,BR001,Withdrawal,0,0
42,72,18000.0,0.0,502.2136361326105,163,5,710.7376933414467,2,0,BR004,Transfer,0,0
43,69,36026.97736986911,9396.950896616581,381.4320882336418,97,4,730.8032003206561,1,0,BR004,Withdrawal,0,0
44,74,63353.22550943337,0.0,19.272542246583615,21,3,627.6810271437744,36,1,BR003,Bill Payment,1,0
45,20,74200.54548059979,22519.59201662447,845.1504359234816,80,3,724.2011525666758,30,0,BR004,Withdrawal,1,0
46,54,62760.05367534947,8288.540446797007,670.1389027889609,39,5,683.0294055498237,32,0,BR002,Deposit,0,0
47,68,52521.76678612108,11576.008959320703,437.2112164970438,162,4,718.771483483892,31,0,BR004,Transfer,0,0
48,24,56432.80669515317,16320.452412045015,165.6797456557856,121,5,648.2930384414481,11,1,BR003,Bill Payment,1,0
49,38,95127.7014813303,36895.25927830709,29.24552130769267,124,1,658.045578002238,2,0,BR004,Deposit,0,0
50,26,56551.29208663691,14414.474458105735,347.036883905227,143,1,781.1689414256691,25,0,BR004,Withdrawal,0,0
51,56,103483.3156849576,9855.560659743735,508.7501816437212,6,3,625.3916709161888,13,0,BR001,Withdrawal,0,0
52,35,82468.37561790494,830.6209091672408,39.59251825463699,56,5,630.5571919270566,11,0,BR001,Withdrawal,1,0
53,21,75065.82161526107,25127.755036527946,401.7949350772927,49,1,695.3893119949096,25,0,BR002,Bill Payment,0,0
54,42,38740.8679729381,10365.271821326322,134.95405929610854,92,2,644.9676737369832,15,1,BR004,Transfer,0,0
55,31,85575.2395507918,26914.282184349297,577.9835381783273,129,1,637.047995741604,7,0,BR002,Bill Payment,1,0
56,67,54137.04728953302,21950.51801653851,310.2776122479382,65,5,706.3553179845807,27,1,BR004,Deposit,0,0
57,26,38722.325323874604,7833.395076523755,55.2622157254927,28,5,593.6453900167406,6,1,BR002,Transfer,1,0
58,43,76282.5594877463,0.0,299.05777579910995,100,1,628.4426435560454,14,1,BR002,Bill Payment,1,0
59,70,34465.18666753612,14453.12205483246,201.4982076962085,148,5,842.786690804655,35,0,BR004,Withdrawal,0,0
60,19,48230.68783314919,6465.868241055584,79.55405625455913,176,5,731.1632541278307,7,1,BR001,Deposit,0,0
61,37,64777.44994768395,12354.11258210675,736.8399584100998,72,2,646.7405653411063,9,1,BR003,Withdrawal,0,0
62,45,113805.271330524,21441.44646168904,5.0,65,3,728.2750554786338,14,0,BR002,Bill Payment,0,0
63,64,49887.853372565274,0.0,149.66116295331807,51,5,738.7131333890641,17,1,BR003,Deposit,0,0
64,24,54919.236575387346,14381.524596613925,5.07001120902787,171,4,768.6090094063167,36,0,BR004,Transfer,0,0
65,61,81111.5911972762,18836.365717971632,40.37344112308244,49,3,690.0990779380288,34,0,BR002,Transfer,0,0
66,25,37757.49485572698,19272.995055804568,141.01410636697358,153,3,767.3548391941023,1,1,BR004,Bill Payment,0,0
67,64,74741.74038246014,0.0,22.31976653723092,74,4,556.3087432582479,21,0,BR002,Bill Payment,0,0
68,52,91530.38976756494,15774.028227965673,363.16093755006466,169,1,625.0584308666973,14,1,BR001,Transfer,0,0
69,31,58243.91253635577,22831.829237160233,36.34770164521385,12,2,710.4709981215519,36,0,BR002,Transfer,0,0
70,34,87575.39419073105,15089.104185600681,483.88051775719623,104,5,722.0743472965454,38,0,BR002,Bill Payment,0,0
71,53,71411.89831065974,10958.752145023169,21.63133608652666,81,1,635.1752398631951,35,0,BR002,Transfer,0,0
72,67,48924.99679631683,22256.516465160996,24.456182224781507,127,4,717.1593993884211,4,0,BR004,Deposit,0,0
73,57,60648.29691027686,5751.13070605053,145.7249851467152,14,2,655.3311825918918,14,1,BR001,Bill Payment,1,0
74,21,56645.33852043467,0.0,907.5499870702279,34,2,679.6128634040984,26,0,BR004,Deposit,1,0
75,19,63071.95832803749,10194.619665621616,410.2115564907196,48,2,770.7341660465507,15,0,BR003,Withdrawal,1,0
76,23,68359.79378283623,16815.406725335986,588.0987870082125,61,4,762.625624782202,35,0,BR001,Deposit,0,0
77,71,77940.39856938085,21350.4308529279,61.05171950846498,35,1,629.2057770845717,37,1,BR002,Bill Payment,1,0
78,59,76190.70149091698,16774.52316751139,718.6093592892516,119,5,624.9923976585927,17,0,BR002,Withdrawal,0,0
79,21,18000.0,19522.38961852372,5.0,65,2,670.2178623112678,34,0,BR002,Transfer,0,0
80,71,62859.21984701541,21407.802870935637,95.83996232640487,59,2,697.1277589178952,24,1,BR003,Deposit,0,0
81,46,31792.71790505122,8945.606943317005,382.94126998451657,36,1,652.9471057997681,21,0,BR003,Deposit,0,0
82,35,58934.00044571883,10668.546282831692,188.15918429386363,147,2,771.8449709959767,30,1,BR002,Bill Payment,0,0
83,43,62276.62906815976,23584.51013834888,1658.9308722916044,42,2,723.3172889195989,36,1,BR002,Transfer,0,0
84,61,86475.2638778636,1108.5867819238138,12.323603058243519,69,4,727.42595769121,33,0,BR003,Bill Payment,0,0
85,51,64337.45972379781,15862.195753700655,2627.9901124394887,147,3,610.342281973852,22,0,BR004,Transfer,0,0
86,27,70702.79640355172,5549.620539746808,390.87072756300466,107,1,780.7103502168646,15,3,BR001,Bill Payment,0,0
87,53,82447.24037446344,21902.354429078725,327.2184851248289,39,1,501.58818244315165,5,0,BR001,Transfer,1,0
88,31,92010.5497160246,11838.580674823743,24.542744024663634,69,1,757.3838816294558,14,1,BR003,Withdrawal,0,0
89,48,62293.69368614797,12068.345418403114,127.71251154293127,12,4,764.401821636954,17,1,BR003,Bill Payment,0,0
90,65,67071.94771696899,27559.918986570177,1034.311903793529,83,4,668.7319168905427,37,1,BR004,Withdrawal,0,0
91,32,65220.51264932958,2315.6149849621834,174.93466304660225,175,5,788.1037152073196,12,0,BR002,Bill Payment,0,0
92,25,53062.82278251632,13942.375258967428,433.4735501567172,36,4,694.5831712931957,23,1,BR003,Bill Payment,1,0
93,31,48079.46508426743,10378.864820119612,3037.451922780076,126,1,703.370219232921,12,0,BR004,Bill Payment,1,0
94,40,18000.0,16791.70184438728,122.10479305140095,63,5,722.7670151182951,0,0,BR003,Deposit,0,0
95,74,41313.45944046475,29363.97708020052,343.285037735362,76,3,900.0,35,2,BR002,Bill Payment,0,0
96,57,25870.121669384323,6552.826410673358,476.8674892402094,82,2,793.1103735658103,17,0,BR003,Transfer,0,0
97,38,92614.36665797155,1223.420588813593,71.95089697770293,51,2,748.0791840499043,32,0,BR002,Deposit,0,0
98,33,69145.15218254342,4716.053168861944,64.38338315917659,43,5,635.1036859379163,37,1,BR004,Transfer,1,0
99,62,62229.342595169655,9904.63726001173,243.74888258006303,34,3,709.0512877835645,5,0,BR001,Transfer,0,0
100,35,49215.3259062162,12578.077503329943,194.98202331490216,97,2,642.081313430753,16,0,BR004,Transfer,1,0
101,64,65655.14379116172,13030.759162079241,501.0068110967492,49,5,756.5477593097969,3,1,BR001,Transfer,1,0
102,70,46344.44269158265,28223.9485605789,28.81705181653832,146,4,708.8326883014399,13,0,BR004,Transfer,0,0
103,41,68828.40824565328,26623.551401893572,1432.607757417593,125,1,620.2834824270274,29,0,BR001,Withdrawal,0,0
104,43,70406.14762426977,23726.518401602643,5.751951332816488,57,3,704.6787208392952,19,1,BR004,Deposit,0,0
105,42,46049.55854815163,34629.94772955608,367.83528938760526,93,2,639.5407771198586,7,0,BR002,Transfer,1,0
106,62,45629.83677390707,19416.88610996368,330.7926781558713,109,1,709.5851354936283,1,0,BR001,Withdrawal,0,0
107,58,86168.38580109258,21975.19575161376,57.878876482467746,5,5,638.8645878544321,36,0,BR001,Withdrawal,0,0
108,46,63837.08100559139,19242.934697043893,65.4388549106919,24,2,700.9241343352569,3,1,BR002,Transfer,0,0
109,32,47817.550556172406,17768.147824144082,629.3918672834451,59,1,751.5328903354566,9,0,BR002,Bill Payment,1,0
110,62,56848.86136283058,15549.568717645576,874.1429589603724,38,4,695.2863605652426,19,0,BR001,Transfer,0,0
111,18,42766.93009245464,8428.286595762114,133.0812403931734,161,3,671.6378212979328,34,0,BR001,Withdrawal,0,0
112,42,63521.96122543783,778.9957694592176,230.4757240324272,10,5,713.2293354740224,9,1,BR001,Transfer,1,0
113,24,83295.82276861831,10824.114279340982,175.39890956131575,165,2,747.8027834554997,27,1,BR003,Withdrawal,0,0
114,26,64391.24531292625,17091.96329704857,30.12526945657924,126,4,621.4971711082768,14,0,BR004,Transfer,0,0
115,41,116999.93576085847,12650.357108765911,447.3679635140521,11,3,717.2459308293642,35,0,BR002,Withdrawal,1,0
116,18,74269.91049707803,2411.978752926696,697.6289591383069,24,3,791.227857331218,0,1,BR002,Transfer,0,0
117,61,70058.99785252867,10507.052550149596,145.46794479770563,88,4,739.15598742937,21,1,BR004,Bill Payment,0,0
118,25,45017.353118752275,10037.974722751758,1849.1623604611443,114,2,703.042790266706,26,1,BR002,Bill Payment,0,0
119,41,59752.264169461334,11438.808222280979,31.55302718073069,21,3,743.7816254689226,28,1,BR002,Withdrawal,0,0
120,28,47861.69545325877,16418.238140339934,433.6361540880884,148,5,730.6747519271878,14,1,BR001,Bill Payment,0,0
121,68,18000.0,18356.32233219272,237.84815513420367,10,1,751.752077641187,9,0,BR002,Bill Payment,1,0
122,34,86433.76888683377,7499.536941229027,236.67105878249535,175,5,557.3247872311939,19,0,BR003,Deposit,1,0
123,25,53748.087777894914,20830.090692112622,244.73425849976263,175,3,590.2580706435714,21,0,BR003,Transfer,0,0
124,52,48271.19836466726,22184.743077014813,119.73011632667188,143,1,769.3380404638266,8,0,BR001,Transfer,1,0
125,52,69632.54074708623,14882.717397436909,502.89715360456563,172,4,593.6304576686991,31,0,BR001,Bill Payment,0,0
126,50,76274.99014887337,17982.752447577615,511.4448147412187,134,1,727.1077045003443,16,2,BR002,Bill Payment,0,0
127,22,57942.953676061865,20858.08298215754,132.73557643194673,66,1,674.3565240777396,18,1,BR001,Withdrawal,1,0
128,59,64942.76331260159,2121.198153784757,721.4675482438296,122,1,629.2667528082802,39,0,BR001,Transfer,0,0
129,56,81416.12296091687,21492.582014836164,152.4133690812619,132,3,723.4754830003232,26,1,BR004,Deposit,1,0
130,58,57075.74091858115,4889.4521466184215,516.5291485371574,23,2,713.07234526016,36,1,BR001,Deposit,1,0
131,45,71651.34231879335,5765.685270344593,51.58804672224121,13,3,846.7239856467464,33,0,BR003,Bill Payment,0,0
132,24,28496.618395438694,13766.60251033285,73.90660585337476,159,2,655.2632156824877,9,0,BR002,Withdrawal,0,0
133,26,37690.98203458953,0.0,151.7994562568996,16,4,799.8077084048422,29,2,BR001,Withdrawal,0,0
134,25,78321.87511776888,13580.582774031844,360.43650025234746,41,4,723.669604006902,20,1,BR004,Transfer,0,0
135,29,36541.709938319436,20836.028522602224,414.8317330513872,1,4,652.7284682920101,20,1,BR002,Bill Payment,1,0
136,51,70151.02603649252,0.0,201.9083774679801,111,4,754.9472520262071,33,0,BR002,Bill Payment,0,0
137,50,61766.0267916644,21801.083920918063,32.41424652557539,12,4,738.6016953117766,8,1,BR002,Withdrawal,1,0
138,65,56981.72022455496,5710.911433252905,187.1285821074197,119,5,701.5090306400634,33,0,BR004,Deposit,0,0
139,72,46773.819082709975,13861.756024435206,466.8860435843055,178,3,717.6406749508436,11,1,BR003,Deposit,0,0
140,40,85005.48039831826,7017.829436950842,444.67349294217684,20,2,657.2109078268128,20,1,BR004,Transfer,0,0
141,41,103057.60539943638,17156.266357161414,69.83489589229485,36,4,641.1949012321845,19,0,BR004,Bill Payment,1,0
142,54,71604.22757720428,21224.528005473872,5.0,79,5,752.1609521675808,5,1,BR002,Bill Payment,0,0
143,52,72094.79574480197,17823.093279442477,559.317008488448,166,5,683.3242402980708,35,0,BR004,Deposit,0,0
144,61,49988.72614313513,11964.1696545567,44.984563140925914,150,5,693.3941901225635,11,2,BR002,Bill Payment,0,0
145,57,38685.86089986364,7717.301970659174,34.37531672865943,108,3,718.5875117160994,30,1,BR001,Bill Payment,0,0
146,39,64125.74409426416,11376.281735659983,5.0,178,4,717.5701841348666,1,0,BR001,Withdrawal,0,0
147,44,43577.50774492233,17903.743184636776,226.67723740395306,96,5,598.9471470318155,15,0,BR004,Transfer,0,0
148,52,26002.57717705192,18212.39759255627,279.87855265496495,59,5,789.03764605184,0,1,BR003,Transfer,0,0
149,18,82675.80787204282,16957.439239585103,406.0733792858377,20,4,707.4827506330474,3,2,BR002,Transfer,0,0
150,52,83747.66934154033,456.8021259866,140.42704390656348,164,3,684.8142716024496,0,0,BR004,Withdrawal,0,0
151,54,46105.546995031924,11792.79787408131,495.73598750089644,126,5,729.1592203618823,34,0,BR004,Transfer,0,0
152,64,70367.21506814337,6299.139322225634,74.20996437882384,97,2,715.5579535530404,12,0,BR003,Transfer,0,0
153,31,87042.94989141886,17984.36117915245,713.4928374620318,143,1,752.6943882642792,30,1,BR002,Deposit,0,0
154,20,69510.58711536134,5115.25421959263,339.3111097695536,62,1,736.6588570505659,19,1,BR004,Deposit,1,0
155,18,38750.597785827864,16068.483822758024,350.7220824493919,131,1,749.2492360297387,6,0,BR003,Transfer,0,0
156,22,59876.34490878383,9460.310152669234,94.17523502688783,93,3,793.5695734009262,39,0,BR002,Withdrawal,0,0
157,43,94189.8072409238,0.0,30.799396432715238,91,5,760.853718427968,32,1,BR001,Withdrawal,0,0
158,72,70434.58615931249,20378.633572991977,249.98971102902084,133,1,687.7659645770007,27,0,BR003,Withdrawal,0,0
159,31,76860.90627002172,11772.41500322438,382.4410779117046,123,1,620.3969190746217,19,3,BR004,Bill Payment,1,0
160,56,72515.84282612051,23483.795661891225,39.94866885507955,159,4,815.7458553103161,31,0,BR001,Bill Payment,0,0
161,44,46178.75012447843,0.0,1202.5917228637989,86,5,682.3593638657021,8,2,BR002,Withdrawal,0,0
162,26,51341.40517578186,9376.308201742537,1573.183458485966,163,5,665.8824810647634,33,0,BR003,Deposit,0,0
163,32,72455.03345513833,10052.360211361218,315.38483609557534,118,4,577.4291227564893,13,0,BR001,Bill Payment,0,0
164,32,82971.17916044898,14431.856621144803,1198.8465345581399,26,5,722.6931173718478,3,0,BR001,Withdrawal,0,0
165,43,89197.90892019341,73.31426258700594,79.10985117519938,118,2,709.4220622767639,28,1,BR004,Bill Payment,1,0
166,59,46121.678015099744,16896.34071096401,10.29974922964328,1,3,592.9419544625364,14,1,BR001,Bill Payment,0,0
167,30,74528.65176289825,29204.9616565293,16.082846476336922,7,4,730.7291829493223,16,1,BR004,Bill Payment,0,0
168,68,91114.97045781749,16270.836118189785,354.2197307283462,164,1,664.1265655508993,18,0,BR002,Bill Payment,0,0
169,49,43284.201053663506,12835.851616411608,25.44944618295385,76,5,887.3220505102086,37,0,BR004,Withdrawal,0,0
170,56,97708.43698759502,0.0,1273.2645662643736,87,2,659.1447165536392,8,1,BR003,Bill Payment,1,0
171,66,101056.69820157217,5031.784977986774,61.22933583440605,153,2,668.5364667461545,26,0,BR001,Transfer,0,0
172,69,122751.89947167653,11497.395892595045,145.37786908856742,94,3,637.7656643021943,14,1,BR002,Withdrawal,0,0
173,49,70080.53569825989,7232.011762414537,691.553987217913,61,2,788.4513564729381,36,3,BR004,Withdrawal,0,0
174,21,70201.34287777387,21236.307836438864,98.73907663259044,29,5,672.9056943874673,27,0,BR004,Withdrawal,0,0
175,47,83193.87656058099,16803.32880871774,111.34014396248051,95,5,648.2560092364153,3,1,BR004,Bill Payment,1,0
176,54,82551.65880708717,36231.40728882274,411.2342680749944,18,2,748.486850694438,20,0,BR002,Withdrawal,0,0
177,40,89780.07094190332,3172.274072181377,129.23312016780554,41,5,602.3752945210771,33,1,BR002,Deposit,1,0
178,56,82248.72997023228,12298.031502525595,98.07777496442213,147,5,742.7577382374263,18,2,BR003,Transfer,0,0
179,62,62666.63800116315,0.0,117.30717203512053,132,1,823.69798016206,36,0,BR002,Deposit,0,0
180,32,91883.93666141704,0.0,269.84598657896674,41,4,738.6625482984563,3,0,BR004,Transfer,1,0
181,60,41432.408706760034,18504.488815078374,1353.7346041476856,123,5,743.6528821381947,36,0,BR002,Transfer,0,0
182,46,65128.75140795828,16469.538446706207,714.0834489292967,143,5,759.9042151835239,31,0,BR004,Bill Payment,0,0
183,53,99402.18355309559,4308.686088187891,133.97112010460762,143,3,818.6795620072863,11,0,BR003,Transfer,1,0
184,30,37494.57704135297,12837.266576340811,180.62867188793123,178,4,783.6925772013373,15,0,BR003,Transfer,0,0
185,49,50095.53554606241,6336.5916096700985,249.83090644573002,22,4,729.7768805591116,13,0,BR004,Deposit,1,0
186,24,79778.44040370041,7552.132906410516,1543.9553193738116,146,4,762.2723980445201,0,0,BR002,Transfer,0,0
187,68,73666.06341119536,9117.438485103534,75.6855263765396,80,2,636.9845552174422,31,1,BR002,Withdrawal,1,0
188,39,45749.441031562616,3930.913403361499,176.94486579657675,130,1,753.3405513523126,20,0,BR001,Withdrawal,0,0
189,45,55843.73193993691,5550.1508116203895,522.8839991945854,36,1,628.6110820171376,3,1,BR003,Transfer,1,0
190,19,39022.794621692534,5804.081004501713,1329.0698494668316,20,3,673.3084306957861,8,0,BR003,Withdrawal,0,0
191,59,86570.66998945258,15805.909620779976,67.68721576412116,144,4,483.2206477399734,21,1,BR004,Bill Payment,1,0
192,62,59370.6101312483,0.0,103.18715327290222,67,4,727.1000761557224,11,0,BR001,Withdrawal,0,0
193,74,104427.43003673392,9951.336646636775,102.31560225858868,120,5,653.9289592224153,29,2,BR002,Bill Payment,0,0
194,70,66784.20536888047,2210.863111160941,8.461684142043817,158,2,776.7801650643123,29,3,BR004,Transfer,0,0
195,23,60165.71332513671,2536.0258239724735,370.65323705516215,55,2,726.3134827423781,31,1,BR002,Bill Payment,1,0
196,45,58029.921251580454,7269.119633246475,444.31817001574643,66,3,777.6867126291138,35,0,BR002,Bill Payment,1,0
197,45,59627.60362576658,11870.942610241578,369.0501917598125,26,1,623.1482418729223,6,0,BR002,Transfer,0,0
198,61,67438.06409294366,10070.29324463976,29.59770996328872,130,4,771.6870226011742,16,3,BR001,Transfer,0,0
199,61,120272.96668472301,2423.4554118161614,28.697285404564752,56,3,846.4099441054329,0,0,BR003,Bill Payment,1,0
200,37,57545.08725781409,18495.26866601019,94.48470510330183,34,2,752.4910809952326,13,0,BR003,Deposit,0,0
201,47,58260.22386303119,3876.5641182555846,137.16208233925397,56,2,754.3244306084603,37,0,BR002,Transfer,0,0
202,28,66443.06460502993,5387.64369666494,617.729177820892,55,2,710.8718373476454,25,1,BR001,Transfer,0,0
203,72,88986.03913957372,14560.42607305065,69.45111054221779,20,4,662.2731853604245,26,1,BR002,Deposit,1,0
204,45,33738.33965639886,14883.317078634675,18.037532500095885,50,4,752.2834660891056,15,0,BR002,Withdrawal,1,0
205,42,75012.0402120122,6494.703049803193,200.34187151616104,153,4,593.5741962718553,6,1,BR004,Deposit,1,0
206,56,47016.64612753443,0.0,215.4104183771616,84,5,669.7571412555428,31,0,BR001,Withdrawal,0,0
207,50,77171.99915692088,4030.5820207093657,239.795227526703,153,1,575.0260238363973,24,0,BR001,Deposit,1,0
208,18,54137.281268069964,13456.993676162307,701.5625163519917,53,2,649.7440535879442,30,2,BR003,Bill Payment,0,0
209,74,18000.0,18197.472483210273,41.25870484815791,142,2,743.9431564325492,15,3,BR003,Transfer,0,0
210,44,73130.70725912467,11286.33008224398,486.88007052203704,111,5,734.3775363354324,13,0,BR002,Deposit,0,0
211,74,72945.1849476311,7689.125576319461,164.96300298404205,171,2,702.5639586874831,24,0,BR004,Transfer,0,0
212,69,52260.23321345254,32638.899051293916,148.41395761220434,112,2,710.9280695843407,29,1,BR004,Withdrawal,0,0
213,30,50956.435076853944,8647.62490645181,1078.5067161071572,69,4,566.9894767495053,6,0,BR004,Bill Payment,0,0
214,58,36149.800048071644,17510.094181119952,114.25687479568585,2,4,672.9206403600359,11,1,BR002,Transfer,0,0
215,20,82008.19871385518,0.0,411.48358828543115,16,1,651.3053875495353,2,2,BR003,Deposit,1,0
216,56,84408.74721426978,2188.489357119297,128.7039426903945,94,2,652.8658216639822,26,2,BR001,Deposit,0,0
217,23,45660.88052613042,17825.930503160023,283.01519949353263,171,3,740.9705039469627,18,2,BR002,Bill Payment,0,0
218,25,53121.44189014528,21401.05148206834,617.2595433674787,166,2,638.7644871446282,36,0,BR004,Withdrawal,0,0
219,44,63607.6393349428,8492.547988259363,853.8887677323221,45,2,656.6723404910813,6,0,BR004,Bill Payment,0,0
220,26,114959.03618278203,0.0,729.7888739412778,126,1,552.9051528003339,15,0,BR002,Bill Payment,0,0
221,54,76992.6784469565,10491.98394538897,349.0825292332258,179,3,678.4113773736681,31,0,BR004,Transfer,0,0
222,50,44244.85866981566,13704.653107016054,114.44202814311501,170,2,622.8513716600467,7,1,BR001,Withdrawal,1,0
223,68,71683.16680879112,12889.362350359419,432.9775419559149,24,3,704.5442050082751,12,1,BR002,Bill Payment,1,0
224,59,34712.7861059622,6929.493015350953,495.0187924993603,115,4,632.4224367280275,10,0,BR001,Transfer,0,0
225,61,80795.78681815576,10624.042926651557,5.0,158,4,706.3179571884451,19,2,BR003,Transfer,0,0
226,41,101862.04265797869,5252.008401443048,231.36387447330299,165,3,688.8719967480359,17,0,BR004,Withdrawal,0,0
227,32,101955.41707184707,1993.455986368259,741.2719722518272,123,2,816.0429241129625,36,1,BR004,Withdrawal,0,0
228,71,81167.65707643545,18801.016685821247,269.0144980860798,139,3,733.8052586317235,5,0,BR003,Transfer,1,0
229,49,52164.92817090115,12880.184820624396,149.2236261141636,78,3,570.2253489206388,19,0,BR003,Withdrawal,0,0
230,49,36380.161356689234,10643.847972399031,821.6585391774462,151,4,610.4577809128104,31,1,BR003,Transfer,0,0
231,41,34195.4890458796,7435.670315050548,67.78457629519723,117,3,702.8645606294633,28,1,BR004,Withdrawal,1,0
232,58,18000.0,10378.43799118428,92.49308845120952,80,5,633.9106436125145,3,1,BR003,Withdrawal,0,0
233,69,80264.82678617428,13442.847859082969,465.0969869537693,50,5,491.21420988349035,6,0,BR002,Withdrawal,0,0
234,66,62737.618555063214,27558.13418232876,173.8150233186411,85,4,793.468241968362,19,0,BR003,Deposit,1,0
235,66,85002.75566196881,17890.831648444295,499.3326904145806,4,2,749.4156811833785,33,0,BR002,Withdrawal,0,0
236,69,96416.69267516534,6003.217902458226,68.64933316860223,61,2,735.468381144424,35,1,BR002,Deposit,0,0
237,29,67197.92196585302,6098.126315648781,116.28484447490234,111,4,656.4873868170359,6,3,BR001,Transfer,1,0
238,56,68211.15541368931,4694.870097078639,68.14804587386273,78,2,728.937373970695,32,1,BR002,Bill Payment,1,0
239,19,54784.952421055736,10195.31521872323,1222.280509424784,83,1,649.6947773045383,14,1,BR002,Bill Payment,1,0
240,20,57386.142822207024,4687.936947832039,207.9492119243474,133,5,713.3400110152384,31,1,BR003,Bill Payment,0,0
